2020-02-08-19-24-47
train_bs.py
--------------------------------------------------------------------------------------------------------------------
batchSize: 14
bottleneckFeatures: 0
brightness: [-0.45, 0.45]
contrast: [0.8, 1.25]
dir_lf: D:\Data\cs-8395-dl
dir_project: ..
encoder: resnet18
epoch: 50
folderData: assignment2_data
lr: 1e-05
overrideLR: 1
resume_from: D:\Data\cs-8395-dl\model\2020-02-04-00-45-09\2020-02-04-00-45-09_resnet18_best.pt
to_ram: 0
--------------------------------------------------------------------------------------------------------------------
creating directory to save model at D:\Data\cs-8395-dl\model\2020-02-08-19-24-47
number of samples in balanced dataset 42910
train samples 9015
validation samples 1000
resuming training from D:\Data\cs-8395-dl\model\2020-02-04-00-45-09\2020-02-04-00-45-09_resnet18_best.pt
train >>> epoch: 33/82, batch: 1/3065, mean_loss: 3.7631, mean_acc: 0.4286
train >>> epoch: 33/82, batch: 2/3065, mean_loss: 4.4261, mean_acc: 0.3214
train >>> epoch: 33/82, batch: 3/3065, mean_loss: 4.7437, mean_acc: 0.2857
train >>> epoch: 33/82, batch: 4/3065, mean_loss: 4.9336, mean_acc: 0.2679
train >>> epoch: 33/82, batch: 5/3065, mean_loss: 4.6083, mean_acc: 0.3000
train >>> epoch: 33/82, batch: 6/3065, mean_loss: 4.6747, mean_acc: 0.2976
train >>> epoch: 33/82, batch: 7/3065, mean_loss: 4.2850, mean_acc: 0.3265
train >>> epoch: 33/82, batch: 8/3065, mean_loss: 4.2888, mean_acc: 0.3214
train >>> epoch: 33/82, batch: 9/3065, mean_loss: 4.1525, mean_acc: 0.3254
train >>> epoch: 33/82, batch: 10/3065, mean_loss: 3.9820, mean_acc: 0.3214
train >>> epoch: 33/82, batch: 11/3065, mean_loss: 3.8504, mean_acc: 0.3377
train >>> epoch: 33/82, batch: 12/3065, mean_loss: 3.8376, mean_acc: 0.3393
train >>> epoch: 33/82, batch: 13/3065, mean_loss: 3.7733, mean_acc: 0.3407
train >>> epoch: 33/82, batch: 14/3065, mean_loss: 3.7263, mean_acc: 0.3469
train >>> epoch: 33/82, batch: 15/3065, mean_loss: 3.7134, mean_acc: 0.3524
train >>> epoch: 33/82, batch: 16/3065, mean_loss: 3.6333, mean_acc: 0.3571
