2020-02-04-00-45-09
train.py
--------------------------------------------------------------------------------------------------------------------
batchSize: 32
bottleneckFeatures: 0
dir_lf: D:\Data\cs-8395-dl
dir_project: ..
encoder: resnet18
epoch: 200
folderData: assignment2_data
lr: 1e-05
overrideLR: 1
resume_from: D:\Data\cs-8395-dl\model\2020-02-03-00-39-26\2020-02-03-00-39-26_resnet18_best.pt
--------------------------------------------------------------------------------------------------------------------
creating directory to save model at D:\Data\cs-8395-dl\model\2020-02-04-00-45-09
loading images to RAM
train samples 9015
loading images to RAM
validation samples 1000
resuming training from D:\Data\cs-8395-dl\model\2020-02-03-00-39-26\2020-02-03-00-39-26_resnet18_best.pt
train >>> epoch: 13/212, batch: 1/282, mean_loss: 0.3652, mean_acc: 0.8438
train >>> epoch: 13/212, batch: 2/282, mean_loss: 0.3982, mean_acc: 0.8594
train >>> epoch: 13/212, batch: 3/282, mean_loss: 0.4417, mean_acc: 0.8542
train >>> epoch: 13/212, batch: 4/282, mean_loss: 0.4495, mean_acc: 0.8516
train >>> epoch: 13/212, batch: 5/282, mean_loss: 0.4331, mean_acc: 0.8625
train >>> epoch: 13/212, batch: 6/282, mean_loss: 0.4732, mean_acc: 0.8490
train >>> epoch: 13/212, batch: 7/282, mean_loss: 0.4760, mean_acc: 0.8438
train >>> epoch: 13/212, batch: 8/282, mean_loss: 0.4846, mean_acc: 0.8438
train >>> epoch: 13/212, batch: 9/282, mean_loss: 0.5171, mean_acc: 0.8333
train >>> epoch: 13/212, batch: 10/282, mean_loss: 0.5121, mean_acc: 0.8344
train >>> epoch: 13/212, batch: 11/282, mean_loss: 0.5057, mean_acc: 0.8352
train >>> epoch: 13/212, batch: 12/282, mean_loss: 0.5042, mean_acc: 0.8359
train >>> epoch: 13/212, batch: 13/282, mean_loss: 0.4982, mean_acc: 0.8365
train >>> epoch: 13/212, batch: 14/282, mean_loss: 0.4962, mean_acc: 0.8371
train >>> epoch: 13/212, batch: 15/282, mean_loss: 0.4903, mean_acc: 0.8354
train >>> epoch: 13/212, batch: 16/282, mean_loss: 0.5077, mean_acc: 0.8301
train >>> epoch: 13/212, batch: 17/282, mean_loss: 0.5106, mean_acc: 0.8327
train >>> epoch: 13/212, batch: 18/282, mean_loss: 0.5059, mean_acc: 0.8299
train >>> epoch: 13/212, batch: 19/282, mean_loss: 0.5102, mean_acc: 0.8257
train >>> epoch: 13/212, batch: 20/282, mean_loss: 0.5069, mean_acc: 0.8297
train >>> epoch: 13/212, batch: 21/282, mean_loss: 0.5009, mean_acc: 0.8304
train >>> epoch: 13/212, batch: 22/282, mean_loss: 0.4975, mean_acc: 0.8324
train >>> epoch: 13/212, batch: 23/282, mean_loss: 0.4927, mean_acc: 0.8329
train >>> epoch: 13/212, batch: 24/282, mean_loss: 0.4878, mean_acc: 0.8359
train >>> epoch: 13/212, batch: 25/282, mean_loss: 0.4945, mean_acc: 0.8300
train >>> epoch: 13/212, batch: 26/282, mean_loss: 0.4939, mean_acc: 0.8305
train >>> epoch: 13/212, batch: 27/282, mean_loss: 0.5069, mean_acc: 0.8252
train >>> epoch: 13/212, batch: 28/282, mean_loss: 0.5068, mean_acc: 0.8259
train >>> epoch: 13/212, batch: 29/282, mean_loss: 0.5232, mean_acc: 0.8190
train >>> epoch: 13/212, batch: 30/282, mean_loss: 0.5140, mean_acc: 0.8250
train >>> epoch: 13/212, batch: 31/282, mean_loss: 0.5119, mean_acc: 0.8256
train >>> epoch: 13/212, batch: 32/282, mean_loss: 0.5197, mean_acc: 0.8242
train >>> epoch: 13/212, batch: 33/282, mean_loss: 0.5169, mean_acc: 0.8258
train >>> epoch: 13/212, batch: 34/282, mean_loss: 0.5171, mean_acc: 0.8244
train >>> epoch: 13/212, batch: 35/282, mean_loss: 0.5213, mean_acc: 0.8223
train >>> epoch: 13/212, batch: 36/282, mean_loss: 0.5188, mean_acc: 0.8229
train >>> epoch: 13/212, batch: 37/282, mean_loss: 0.5168, mean_acc: 0.8218
train >>> epoch: 13/212, batch: 38/282, mean_loss: 0.5190, mean_acc: 0.8199
train >>> epoch: 13/212, batch: 39/282, mean_loss: 0.5174, mean_acc: 0.8197
train >>> epoch: 13/212, batch: 40/282, mean_loss: 0.5135, mean_acc: 0.8195
train >>> epoch: 13/212, batch: 41/282, mean_loss: 0.5140, mean_acc: 0.8186
train >>> epoch: 13/212, batch: 42/282, mean_loss: 0.5116, mean_acc: 0.8192
train >>> epoch: 13/212, batch: 43/282, mean_loss: 0.5159, mean_acc: 0.8176
train >>> epoch: 13/212, batch: 44/282, mean_loss: 0.5194, mean_acc: 0.8153
train >>> epoch: 13/212, batch: 45/282, mean_loss: 0.5187, mean_acc: 0.8160
train >>> epoch: 13/212, batch: 46/282, mean_loss: 0.5157, mean_acc: 0.8173
train >>> epoch: 13/212, batch: 47/282, mean_loss: 0.5172, mean_acc: 0.8165
train >>> epoch: 13/212, batch: 48/282, mean_loss: 0.5211, mean_acc: 0.8158
train >>> epoch: 13/212, batch: 49/282, mean_loss: 0.5227, mean_acc: 0.8151
train >>> epoch: 13/212, batch: 50/282, mean_loss: 0.5207, mean_acc: 0.8156
train >>> epoch: 13/212, batch: 51/282, mean_loss: 0.5217, mean_acc: 0.8156
train >>> epoch: 13/212, batch: 52/282, mean_loss: 0.5239, mean_acc: 0.8131
train >>> epoch: 13/212, batch: 53/282, mean_loss: 0.5222, mean_acc: 0.8137
train >>> epoch: 13/212, batch: 54/282, mean_loss: 0.5209, mean_acc: 0.8142
train >>> epoch: 13/212, batch: 55/282, mean_loss: 0.5178, mean_acc: 0.8153
train >>> epoch: 13/212, batch: 56/282, mean_loss: 0.5150, mean_acc: 0.8175
train >>> epoch: 13/212, batch: 57/282, mean_loss: 0.5115, mean_acc: 0.8196
train >>> epoch: 13/212, batch: 58/282, mean_loss: 0.5094, mean_acc: 0.8200
train >>> epoch: 13/212, batch: 59/282, mean_loss: 0.5105, mean_acc: 0.8194
train >>> epoch: 13/212, batch: 60/282, mean_loss: 0.5130, mean_acc: 0.8161
train >>> epoch: 13/212, batch: 61/282, mean_loss: 0.5148, mean_acc: 0.8161
train >>> epoch: 13/212, batch: 62/282, mean_loss: 0.5181, mean_acc: 0.8140
train >>> epoch: 13/212, batch: 63/282, mean_loss: 0.5178, mean_acc: 0.8140
train >>> epoch: 13/212, batch: 64/282, mean_loss: 0.5173, mean_acc: 0.8135
train >>> epoch: 13/212, batch: 65/282, mean_loss: 0.5186, mean_acc: 0.8120
train >>> epoch: 13/212, batch: 66/282, mean_loss: 0.5187, mean_acc: 0.8111
train >>> epoch: 13/212, batch: 67/282, mean_loss: 0.5172, mean_acc: 0.8102
train >>> epoch: 13/212, batch: 68/282, mean_loss: 0.5175, mean_acc: 0.8097
train >>> epoch: 13/212, batch: 69/282, mean_loss: 0.5207, mean_acc: 0.8080
train >>> epoch: 13/212, batch: 70/282, mean_loss: 0.5189, mean_acc: 0.8089
train >>> epoch: 13/212, batch: 71/282, mean_loss: 0.5248, mean_acc: 0.8072
train >>> epoch: 13/212, batch: 72/282, mean_loss: 0.5216, mean_acc: 0.8082
train >>> epoch: 13/212, batch: 73/282, mean_loss: 0.5220, mean_acc: 0.8086
train >>> epoch: 13/212, batch: 74/282, mean_loss: 0.5210, mean_acc: 0.8083
