2020-03-23-10-41-19
train.py
--------------------------------------------------------------------------------------------------------------------
axis: sagittal
batchSize: 12
bottleneckFeatures: 0
brightness: None
contrast: None
cropSize: None
dir_lf: D:\Data\cs-8395-dl
dir_project: ..
encoder: dpn68
epoch: 24
extract_spleen: False
folderData: assignment3\Training
folderPartition: train_test_org
lossWeight: [0.3, 0.7]
loss_weights: None
lr: 1e-05
msg: None
overrideLR: 1
path_kfold: D:\Projects\cs-8395-dl\Assignment_3_segmentation\partition\kfold_5.bin
resize: None
resume_from: D:\Data\cs-8395-dl\model\2020-03-23-09-02-36\2020-03-23-09-02-36_1_fold-dpn68_best.pt
to_ram: 0
--------------------------------------------------------------------------------------------------------------------
creating directory to save model at D:\Data\cs-8395-dl\model\2020-03-23-10-41-19
executing fold 1/5
training patients  ['0001' '0002' '0003' '0004' '0005' '0006' '0007' '0008' '0021' '0022'
 '0023' '0024' '0025' '0027' '0029' '0030' '0031' '0032' '0033' '0035'
 '0036' '0037' '0039' '0040']
validation patients  ['0009' '0010' '0026' '0028' '0034' '0038']
loaded model weights from D:\Data\cs-8395-dl\model\2020-03-23-09-02-36\2020-03-23-09-02-36_1_fold-dpn68_best.pt
epoch 5
validation loss of pretrained model: 0.2953
train >>> fold 1/5, epoch: 1/24, patient 1/24, mean_loss 0.1057, mean_acc 0.9632
train >>> fold 1/5, epoch: 1/24, patient 2/24, mean_loss 0.1294, mean_acc 0.9738
train >>> fold 1/5, epoch: 1/24, patient 3/24, mean_loss 0.1231, mean_acc 0.9806
train >>> fold 1/5, epoch: 1/24, patient 4/24, mean_loss 0.1178, mean_acc 0.9835
train >>> fold 1/5, epoch: 1/24, patient 5/24, mean_loss 0.1160, mean_acc 0.9860
train >>> fold 1/5, epoch: 1/24, patient 6/24, mean_loss 0.1133, mean_acc 0.9884
train >>> fold 1/5, epoch: 1/24, patient 7/24, mean_loss 0.1102, mean_acc 0.9900
train >>> fold 1/5, epoch: 1/24, patient 8/24, mean_loss 0.1082, mean_acc 0.9884
train >>> fold 1/5, epoch: 1/24, patient 9/24, mean_loss 0.1076, mean_acc 0.9860
train >>> fold 1/5, epoch: 1/24, patient 10/24, mean_loss 0.1079, mean_acc 0.9870
train >>> fold 1/5, epoch: 1/24, patient 11/24, mean_loss 0.1070, mean_acc 0.9880
train >>> fold 1/5, epoch: 1/24, patient 12/24, mean_loss 0.1142, mean_acc 0.9850
train >>> fold 1/5, epoch: 1/24, patient 13/24, mean_loss 0.1129, mean_acc 0.9839
train >>> fold 1/5, epoch: 1/24, patient 14/24, mean_loss 0.1135, mean_acc 0.9845
train >>> fold 1/5, epoch: 1/24, patient 15/24, mean_loss 0.1148, mean_acc 0.9845
train >>> fold 1/5, epoch: 1/24, patient 16/24, mean_loss 0.1131, mean_acc 0.9852
train >>> fold 1/5, epoch: 1/24, patient 17/24, mean_loss 0.1127, mean_acc 0.9858
train >>> fold 1/5, epoch: 1/24, patient 18/24, mean_loss 0.1168, mean_acc 0.9836
train >>> fold 1/5, epoch: 1/24, patient 19/24, mean_loss 0.1162, mean_acc 0.9842
train >>> fold 1/5, epoch: 1/24, patient 20/24, mean_loss 0.1163, mean_acc 0.9841
train >>> fold 1/5, epoch: 1/24, patient 21/24, mean_loss 0.1158, mean_acc 0.9842
train >>> fold 1/5, epoch: 1/24, patient 22/24, mean_loss 0.1146, mean_acc 0.9834
train >>> fold 1/5, epoch: 1/24, patient 23/24, mean_loss 0.1137, mean_acc 0.9840
train >>> fold 1/5, epoch: 1/24, patient 24/24, mean_loss 0.1114, mean_acc 0.9843
valid >>> epoch: 1/24, mean_loss: 0.3451, mean_acc: 0.8818
criteria decreased from inf to 0.3451, saving best model at D:\Data\cs-8395-dl\model\2020-03-23-10-41-19\2020-03-23-10-41-19_1_fold-dpn68_best.pt
train >>> fold 1/5, epoch: 2/24, patient 1/24, mean_loss 0.1221, mean_acc 0.9864
train >>> fold 1/5, epoch: 2/24, patient 2/24, mean_loss 0.0945, mean_acc 0.9874
train >>> fold 1/5, epoch: 2/24, patient 3/24, mean_loss 0.0932, mean_acc 0.9903
train >>> fold 1/5, epoch: 2/24, patient 4/24, mean_loss 0.0901, mean_acc 0.9927
train >>> fold 1/5, epoch: 2/24, patient 5/24, mean_loss 0.0938, mean_acc 0.9853
train >>> fold 1/5, epoch: 2/24, patient 6/24, mean_loss 0.0972, mean_acc 0.9861
train >>> fold 1/5, epoch: 2/24, patient 7/24, mean_loss 0.0946, mean_acc 0.9848
train >>> fold 1/5, epoch: 2/24, patient 8/24, mean_loss 0.0943, mean_acc 0.9828
train >>> fold 1/5, epoch: 2/24, patient 9/24, mean_loss 0.0977, mean_acc 0.9821
train >>> fold 1/5, epoch: 2/24, patient 10/24, mean_loss 0.0999, mean_acc 0.9829
train >>> fold 1/5, epoch: 2/24, patient 11/24, mean_loss 0.1049, mean_acc 0.9797
train >>> fold 1/5, epoch: 2/24, patient 12/24, mean_loss 0.1049, mean_acc 0.9809
train >>> fold 1/5, epoch: 2/24, patient 13/24, mean_loss 0.1059, mean_acc 0.9821
