2020-03-21-17-00-41
train.py
--------------------------------------------------------------------------------------------------------------------
batchSize: 12
bottleneckFeatures: 1
brightness: None
contrast: None
cropSize: None
dir_lf: D:\Data\cs-8395-dl
dir_project: ..
encoder: resnet34
epoch: 48
extract_spleen: 1
folderData: assignment3\Training
folderPartition: train_test_org
lossWeight: [1.0, 1.0]
loss_weights: None
lr: 0.01
msg: None
overrideLR: 1
path_kfold: D:\Projects\cs-8395-dl\Assignment_3_segmentation\partition\kfold_5.bin
resize: None
resume_from: None
resume_training: None
to_ram: 0
--------------------------------------------------------------------------------------------------------------------
creating directory to save model at D:\Data\cs-8395-dl\model\2020-03-21-17-00-41
executing fold 1/5
training patients  ['0001' '0002' '0003' '0004' '0005' '0006' '0007' '0008' '0021' '0022'
 '0023' '0024' '0025' '0027' '0029' '0030' '0031' '0032' '0033' '0035'
 '0036' '0037' '0039' '0040']
validation patients  ['0009' '0010' '0026' '0028' '0034' '0038']
train >>> epoch: 1/48, patient 1/24, mean_loss 1.7070, mean_dice_loss: 0.9532, mean_ce: 0.7538
train >>> epoch: 1/48, patient 2/24, mean_loss 160.7398, mean_dice_loss: 1.0000, mean_ce: 159.7399
train >>> epoch: 1/48, patient 3/24, mean_loss 1.5536, mean_dice_loss: 0.9668, mean_ce: 0.5868
train >>> epoch: 1/48, patient 4/24, mean_loss 1.7068, mean_dice_loss: 0.9751, mean_ce: 0.7316
train >>> epoch: 1/48, patient 5/24, mean_loss 1.6895, mean_dice_loss: 0.9996, mean_ce: 0.6899
train >>> epoch: 1/48, patient 6/24, mean_loss 1.6825, mean_dice_loss: 0.9743, mean_ce: 0.7081
train >>> epoch: 1/48, patient 7/24, mean_loss 1.6691, mean_dice_loss: 0.9654, mean_ce: 0.7037
train >>> epoch: 1/48, patient 8/24, mean_loss 1.6561, mean_dice_loss: 0.9682, mean_ce: 0.6879
train >>> epoch: 1/48, patient 9/24, mean_loss 1.6615, mean_dice_loss: 0.9812, mean_ce: 0.6803
train >>> epoch: 1/48, patient 10/24, mean_loss 1.6337, mean_dice_loss: 0.9669, mean_ce: 0.6668
train >>> epoch: 1/48, patient 11/24, mean_loss 1.6270, mean_dice_loss: 0.9759, mean_ce: 0.6511
train >>> epoch: 1/48, patient 12/24, mean_loss 1.5941, mean_dice_loss: 0.9558, mean_ce: 0.6383
train >>> epoch: 1/48, patient 13/24, mean_loss 1.5907, mean_dice_loss: 0.9714, mean_ce: 0.6193
train >>> epoch: 1/48, patient 14/24, mean_loss 1.5766, mean_dice_loss: 0.9833, mean_ce: 0.5933
train >>> epoch: 1/48, patient 15/24, mean_loss 1.5225, mean_dice_loss: 0.9612, mean_ce: 0.5613
train >>> epoch: 1/48, patient 16/24, mean_loss 1.4767, mean_dice_loss: 0.9708, mean_ce: 0.5059
train >>> epoch: 1/48, patient 17/24, mean_loss 1.3931, mean_dice_loss: 0.9711, mean_ce: 0.4220
train >>> epoch: 1/48, patient 18/24, mean_loss 1.2812, mean_dice_loss: 0.9822, mean_ce: 0.2991
train >>> epoch: 1/48, patient 19/24, mean_loss 1.1542, mean_dice_loss: 0.9750, mean_ce: 0.1791
train >>> epoch: 1/48, patient 20/24, mean_loss 1.0681, mean_dice_loss: 0.9814, mean_ce: 0.0868
train >>> epoch: 1/48, patient 21/24, mean_loss 1.0676, mean_dice_loss: 0.9904, mean_ce: 0.0771
train >>> epoch: 1/48, patient 22/24, mean_loss 1.0636, mean_dice_loss: 0.9981, mean_ce: 0.0655
train >>> epoch: 1/48, patient 23/24, mean_loss 1.0815, mean_dice_loss: 0.9997, mean_ce: 0.0818
train >>> epoch: 1/48, patient 24/24, mean_loss 1.1577, mean_dice_loss: 0.9999, mean_ce: 0.1578
valid >>> epoch: 1/48, mean_dice: 0.0000
criteria decreased from inf to 1.2310, saving best model at D:\Data\cs-8395-dl\model\2020-03-21-17-00-41\2020-03-21-17-00-41_1_fold-resnet34_best.pt
train >>> epoch: 2/48, patient 1/24, mean_loss 1.1890, mean_dice_loss: 0.9999, mean_ce: 0.1890
train >>> epoch: 2/48, patient 2/24, mean_loss 1.1702, mean_dice_loss: 1.0000, mean_ce: 0.1702
train >>> epoch: 2/48, patient 3/24, mean_loss 1.2959, mean_dice_loss: 1.0000, mean_ce: 0.2959
train >>> epoch: 2/48, patient 4/24, mean_loss 1.1118, mean_dice_loss: 0.9999, mean_ce: 0.1119
train >>> epoch: 2/48, patient 5/24, mean_loss 1.1325, mean_dice_loss: 0.9999, mean_ce: 0.1326
train >>> epoch: 2/48, patient 6/24, mean_loss 1.1118, mean_dice_loss: 0.9997, mean_ce: 0.1121
train >>> epoch: 2/48, patient 7/24, mean_loss 1.1134, mean_dice_loss: 0.9991, mean_ce: 0.1143
train >>> epoch: 2/48, patient 8/24, mean_loss 1.0768, mean_dice_loss: 0.9973, mean_ce: 0.0795
train >>> epoch: 2/48, patient 9/24, mean_loss 1.0750, mean_dice_loss: 0.9936, mean_ce: 0.0815
train >>> epoch: 2/48, patient 10/24, mean_loss 1.0633, mean_dice_loss: 0.9881, mean_ce: 0.0752
train >>> epoch: 2/48, patient 11/24, mean_loss 1.0939, mean_dice_loss: 0.9771, mean_ce: 0.1167
train >>> epoch: 2/48, patient 12/24, mean_loss 1.0717, mean_dice_loss: 0.9788, mean_ce: 0.0929
train >>> epoch: 2/48, patient 13/24, mean_loss 1.0858, mean_dice_loss: 0.9736, mean_ce: 0.1122
train >>> epoch: 2/48, patient 14/24, mean_loss 1.0925, mean_dice_loss: 0.9763, mean_ce: 0.1162
train >>> epoch: 2/48, patient 15/24, mean_loss 1.1010, mean_dice_loss: 0.9746, mean_ce: 0.1264
train >>> epoch: 2/48, patient 16/24, mean_loss 1.0980, mean_dice_loss: 0.9712, mean_ce: 0.1268
train >>> epoch: 2/48, patient 17/24, mean_loss 1.0902, mean_dice_loss: 0.9728, mean_ce: 0.1174
train >>> epoch: 2/48, patient 18/24, mean_loss 1.0757, mean_dice_loss: 0.9804, mean_ce: 0.0953
train >>> epoch: 2/48, patient 19/24, mean_loss 1.0584, mean_dice_loss: 0.9850, mean_ce: 0.0734
train >>> epoch: 2/48, patient 20/24, mean_loss 1.0826, mean_dice_loss: 0.9792, mean_ce: 0.1034
train >>> epoch: 2/48, patient 21/24, mean_loss 1.0425, mean_dice_loss: 0.9885, mean_ce: 0.0541
train >>> epoch: 2/48, patient 22/24, mean_loss 1.0432, mean_dice_loss: 0.9900, mean_ce: 0.0531
train >>> epoch: 2/48, patient 23/24, mean_loss 1.0461, mean_dice_loss: 0.9921, mean_ce: 0.0539
train >>> epoch: 2/48, patient 24/24, mean_loss 1.1009, mean_dice_loss: 0.9914, mean_ce: 0.1095
valid >>> epoch: 2/48, mean_dice: 0.0000
criteria decreased from 1.2310 to 1.0978, saving best model at D:\Data\cs-8395-dl\model\2020-03-21-17-00-41\2020-03-21-17-00-41_1_fold-resnet34_best.pt
train >>> epoch: 3/48, patient 1/24, mean_loss 1.0679, mean_dice_loss: 0.9937, mean_ce: 0.0742
train >>> epoch: 3/48, patient 2/24, mean_loss 1.1238, mean_dice_loss: 0.9928, mean_ce: 0.1310
train >>> epoch: 3/48, patient 3/24, mean_loss 1.0625, mean_dice_loss: 0.9933, mean_ce: 0.0692
train >>> epoch: 3/48, patient 4/24, mean_loss 1.0623, mean_dice_loss: 0.9923, mean_ce: 0.0700
train >>> epoch: 3/48, patient 5/24, mean_loss 1.0632, mean_dice_loss: 0.9907, mean_ce: 0.0725
train >>> epoch: 3/48, patient 6/24, mean_loss 1.0654, mean_dice_loss: 0.9894, mean_ce: 0.0760
train >>> epoch: 3/48, patient 7/24, mean_loss 1.0570, mean_dice_loss: 0.9880, mean_ce: 0.0690
train >>> epoch: 3/48, patient 8/24, mean_loss 1.0990, mean_dice_loss: 0.9810, mean_ce: 0.1179
train >>> epoch: 3/48, patient 9/24, mean_loss 1.0639, mean_dice_loss: 0.9826, mean_ce: 0.0813
train >>> epoch: 3/48, patient 10/24, mean_loss 1.0696, mean_dice_loss: 0.9787, mean_ce: 0.0909
train >>> epoch: 3/48, patient 11/24, mean_loss 1.0791, mean_dice_loss: 0.9758, mean_ce: 0.1034
train >>> epoch: 3/48, patient 12/24, mean_loss 1.0580, mean_dice_loss: 0.9857, mean_ce: 0.0722
train >>> epoch: 3/48, patient 13/24, mean_loss 1.0711, mean_dice_loss: 0.9788, mean_ce: 0.0924
train >>> epoch: 3/48, patient 14/24, mean_loss 1.0683, mean_dice_loss: 0.9798, mean_ce: 0.0886
train >>> epoch: 3/48, patient 15/24, mean_loss 1.0743, mean_dice_loss: 0.9792, mean_ce: 0.0951
train >>> epoch: 3/48, patient 16/24, mean_loss 1.0714, mean_dice_loss: 0.9771, mean_ce: 0.0943
train >>> epoch: 3/48, patient 17/24, mean_loss 1.0825, mean_dice_loss: 0.9780, mean_ce: 0.1045
train >>> epoch: 3/48, patient 18/24, mean_loss 1.0500, mean_dice_loss: 0.9862, mean_ce: 0.0639
train >>> epoch: 3/48, patient 19/24, mean_loss 1.0714, mean_dice_loss: 0.9798, mean_ce: 0.0916
train >>> epoch: 3/48, patient 20/24, mean_loss 1.0617, mean_dice_loss: 0.9831, mean_ce: 0.0786
train >>> epoch: 3/48, patient 21/24, mean_loss 1.0439, mean_dice_loss: 0.9886, mean_ce: 0.0552
train >>> epoch: 3/48, patient 22/24, mean_loss 1.0409, mean_dice_loss: 0.9894, mean_ce: 0.0516
train >>> epoch: 3/48, patient 23/24, mean_loss 1.0622, mean_dice_loss: 0.9867, mean_ce: 0.0756
train >>> epoch: 3/48, patient 24/24, mean_loss 1.0439, mean_dice_loss: 0.9899, mean_ce: 0.0540
valid >>> epoch: 3/48, mean_dice: 0.0000
criteria decreased from 1.0978 to 1.0836, saving best model at D:\Data\cs-8395-dl\model\2020-03-21-17-00-41\2020-03-21-17-00-41_1_fold-resnet34_best.pt
train >>> epoch: 4/48, patient 1/24, mean_loss 1.0547, mean_dice_loss: 0.9890, mean_ce: 0.0657
train >>> epoch: 4/48, patient 2/24, mean_loss 1.0802, mean_dice_loss: 0.9873, mean_ce: 0.0929
train >>> epoch: 4/48, patient 3/24, mean_loss 1.0685, mean_dice_loss: 0.9881, mean_ce: 0.0804
train >>> epoch: 4/48, patient 4/24, mean_loss 1.0450, mean_dice_loss: 0.9900, mean_ce: 0.0550
train >>> epoch: 4/48, patient 5/24, mean_loss 1.0901, mean_dice_loss: 0.9865, mean_ce: 0.1037
train >>> epoch: 4/48, patient 6/24, mean_loss 1.0409, mean_dice_loss: 0.9893, mean_ce: 0.0516
train >>> epoch: 4/48, patient 7/24, mean_loss 1.0920, mean_dice_loss: 0.9802, mean_ce: 0.1118
train >>> epoch: 4/48, patient 8/24, mean_loss 1.0602, mean_dice_loss: 0.9833, mean_ce: 0.0769
train >>> epoch: 4/48, patient 9/24, mean_loss 1.0569, mean_dice_loss: 0.9842, mean_ce: 0.0727
train >>> epoch: 4/48, patient 10/24, mean_loss 1.0494, mean_dice_loss: 0.9871, mean_ce: 0.0622
train >>> epoch: 4/48, patient 11/24, mean_loss 1.0706, mean_dice_loss: 0.9817, mean_ce: 0.0888
train >>> epoch: 4/48, patient 12/24, mean_loss 1.0570, mean_dice_loss: 0.9829, mean_ce: 0.0741
