2020-03-24-10-49-34
train.py
--------------------------------------------------------------------------------------------------------------------
axis: axial
batchSize: 12
bottleneckFeatures: 1
brightness: None
contrast: None
cropSize: None
dir_lf: D:\Data\cs-8395-dl
dir_project: ..
encoder: resnet34
epoch: 24
extract_spleen: 1
folderData: assignment3\Training
folderPartition: train_test_org
lossWeight: [1.0, 1.0]
loss_weights: None
lr: 0.0001
msg: None
overrideLR: 1
path_kfold: D:\Projects\cs-8395-dl\Assignment_3_segmentation\partition\kfold_5.bin
resize: None
resume_from: D:\Data\cs-8395-dl\model\2020-03-24-10-23-20\2020-03-24-10-23-20_resnet34_fold-1_best.pt
to_ram: 0
transforms: ['organ_mask']
--------------------------------------------------------------------------------------------------------------------
creating directory to save model at D:\Data\cs-8395-dl\model\2020-03-24-10-49-34
executing fold 1/5
training patients  ['0001' '0002' '0003' '0004' '0005' '0006' '0007' '0008' '0021' '0022'
 '0023' '0024' '0025' '0027' '0029' '0030' '0031' '0032' '0033' '0035'
 '0036' '0037' '0039' '0040']
validation patients  ['0009' '0010' '0026' '0028' '0034' '0038']
loaded model weights from D:\Data\cs-8395-dl\model\2020-03-24-10-23-20\2020-03-24-10-23-20_resnet34_fold-1_best.pt
epoch 8
loss of pretrained model: 0.1635
train >>> fold 1/5, epoch: 1/24, patient 1/24, mean_loss 0.0448, mean_dice_loss: 0.0419, mean_ce: 0.0028
train >>> fold 1/5, epoch: 1/24, patient 2/24, mean_loss 0.0434, mean_dice_loss: 0.0399, mean_ce: 0.0035
train >>> fold 1/5, epoch: 1/24, patient 3/24, mean_loss 0.0391, mean_dice_loss: 0.0361, mean_ce: 0.0030
train >>> fold 1/5, epoch: 1/24, patient 4/24, mean_loss 0.0402, mean_dice_loss: 0.0361, mean_ce: 0.0041
train >>> fold 1/5, epoch: 1/24, patient 5/24, mean_loss 0.0403, mean_dice_loss: 0.0363, mean_ce: 0.0040
train >>> fold 1/5, epoch: 1/24, patient 6/24, mean_loss 0.0381, mean_dice_loss: 0.0343, mean_ce: 0.0038
train >>> fold 1/5, epoch: 1/24, patient 7/24, mean_loss 0.0381, mean_dice_loss: 0.0342, mean_ce: 0.0040
train >>> fold 1/5, epoch: 1/24, patient 8/24, mean_loss 0.0423, mean_dice_loss: 0.0373, mean_ce: 0.0050
train >>> fold 1/5, epoch: 1/24, patient 9/24, mean_loss 0.0483, mean_dice_loss: 0.0428, mean_ce: 0.0054
train >>> fold 1/5, epoch: 1/24, patient 10/24, mean_loss 0.0467, mean_dice_loss: 0.0414, mean_ce: 0.0053
train >>> fold 1/5, epoch: 1/24, patient 11/24, mean_loss 0.0461, mean_dice_loss: 0.0408, mean_ce: 0.0052
train >>> fold 1/5, epoch: 1/24, patient 12/24, mean_loss 0.0454, mean_dice_loss: 0.0403, mean_ce: 0.0051
train >>> fold 1/5, epoch: 1/24, patient 13/24, mean_loss 0.0443, mean_dice_loss: 0.0392, mean_ce: 0.0051
train >>> fold 1/5, epoch: 1/24, patient 14/24, mean_loss 0.0459, mean_dice_loss: 0.0404, mean_ce: 0.0055
train >>> fold 1/5, epoch: 1/24, patient 15/24, mean_loss 0.0451, mean_dice_loss: 0.0395, mean_ce: 0.0056
train >>> fold 1/5, epoch: 1/24, patient 16/24, mean_loss 0.0444, mean_dice_loss: 0.0391, mean_ce: 0.0053
train >>> fold 1/5, epoch: 1/24, patient 17/24, mean_loss 0.0460, mean_dice_loss: 0.0405, mean_ce: 0.0055
train >>> fold 1/5, epoch: 1/24, patient 18/24, mean_loss 0.0469, mean_dice_loss: 0.0412, mean_ce: 0.0057
train >>> fold 1/5, epoch: 1/24, patient 19/24, mean_loss 0.0462, mean_dice_loss: 0.0406, mean_ce: 0.0056
train >>> fold 1/5, epoch: 1/24, patient 20/24, mean_loss 0.0468, mean_dice_loss: 0.0412, mean_ce: 0.0056
train >>> fold 1/5, epoch: 1/24, patient 21/24, mean_loss 0.0465, mean_dice_loss: 0.0409, mean_ce: 0.0056
train >>> fold 1/5, epoch: 1/24, patient 22/24, mean_loss 0.0469, mean_dice_loss: 0.0413, mean_ce: 0.0056
train >>> fold 1/5, epoch: 1/24, patient 23/24, mean_loss 0.0472, mean_dice_loss: 0.0417, mean_ce: 0.0055
train >>> fold 1/5, epoch: 1/24, patient 24/24, mean_loss 0.0472, mean_dice_loss: 0.0417, mean_ce: 0.0056
valid >>> epoch: 1/24, mean_loss: 0.1390, mean_dice: 0.9243
criteria decreased from inf to 0.1390, saving best model at D:\Data\cs-8395-dl\model\2020-03-24-10-49-34\2020-03-24-10-49-34_resnet34_fold-1_best.pt
train >>> fold 1/5, epoch: 2/24, patient 1/24, mean_loss 0.0328, mean_dice_loss: 0.0302, mean_ce: 0.0026
train >>> fold 1/5, epoch: 2/24, patient 2/24, mean_loss 0.0345, mean_dice_loss: 0.0302, mean_ce: 0.0043
train >>> fold 1/5, epoch: 2/24, patient 3/24, mean_loss 0.0511, mean_dice_loss: 0.0456, mean_ce: 0.0056
train >>> fold 1/5, epoch: 2/24, patient 4/24, mean_loss 0.0470, mean_dice_loss: 0.0419, mean_ce: 0.0051
train >>> fold 1/5, epoch: 2/24, patient 5/24, mean_loss 0.0466, mean_dice_loss: 0.0414, mean_ce: 0.0052
train >>> fold 1/5, epoch: 2/24, patient 6/24, mean_loss 0.0483, mean_dice_loss: 0.0430, mean_ce: 0.0053
train >>> fold 1/5, epoch: 2/24, patient 7/24, mean_loss 0.0472, mean_dice_loss: 0.0423, mean_ce: 0.0049
train >>> fold 1/5, epoch: 2/24, patient 8/24, mean_loss 0.0459, mean_dice_loss: 0.0413, mean_ce: 0.0047
train >>> fold 1/5, epoch: 2/24, patient 9/24, mean_loss 0.0451, mean_dice_loss: 0.0405, mean_ce: 0.0046
train >>> fold 1/5, epoch: 2/24, patient 10/24, mean_loss 0.0442, mean_dice_loss: 0.0396, mean_ce: 0.0045
train >>> fold 1/5, epoch: 2/24, patient 11/24, mean_loss 0.0443, mean_dice_loss: 0.0398, mean_ce: 0.0045
train >>> fold 1/5, epoch: 2/24, patient 12/24, mean_loss 0.0446, mean_dice_loss: 0.0393, mean_ce: 0.0053
train >>> fold 1/5, epoch: 2/24, patient 13/24, mean_loss 0.0444, mean_dice_loss: 0.0390, mean_ce: 0.0054
train >>> fold 1/5, epoch: 2/24, patient 14/24, mean_loss 0.0457, mean_dice_loss: 0.0403, mean_ce: 0.0055
train >>> fold 1/5, epoch: 2/24, patient 15/24, mean_loss 0.0465, mean_dice_loss: 0.0409, mean_ce: 0.0056
