2020-03-22-05-50-41
train.py
--------------------------------------------------------------------------------------------------------------------
batchSize: 12
bottleneckFeatures: 1
brightness: None
contrast: None
cropSize: None
dir_lf: D:\Data\cs-8395-dl
dir_project: ..
encoder: resnet34
epoch: 24
extract_spleen: 1
folderData: assignment3\Training
folderPartition: train_test_org
lossWeight: [1.0, 0.0]
loss_weights: None
lr: 0.0001
msg: None
overrideLR: 1
path_kfold: D:\Projects\cs-8395-dl\Assignment_3_segmentation\partition\kfold_5.bin
resize: None
resume_from: None
resume_training: None
to_ram: 0
--------------------------------------------------------------------------------------------------------------------
creating directory to save model at D:\Data\cs-8395-dl\model\2020-03-22-05-50-41
executing fold 1/5
training patients  ['0001' '0002' '0003' '0004' '0005' '0006' '0007' '0008' '0021' '0022'
 '0023' '0024' '0025' '0027' '0029' '0030' '0031' '0032' '0033' '0035'
 '0036' '0037' '0039' '0040']
validation patients  ['0009' '0010' '0026' '0028' '0034' '0038']
train >>> fold 1/5, epoch: 1/24, patient 1/24, mean_loss 0.9817, mean_dice_loss: 0.9817, mean_ce: 0.6721
train >>> fold 1/5, epoch: 1/24, patient 2/24, mean_loss 0.9761, mean_dice_loss: 0.9761, mean_ce: 0.6734
train >>> fold 1/5, epoch: 1/24, patient 3/24, mean_loss 0.9778, mean_dice_loss: 0.9778, mean_ce: 0.6749
train >>> fold 1/5, epoch: 1/24, patient 4/24, mean_loss 0.9775, mean_dice_loss: 0.9775, mean_ce: 0.6761
train >>> fold 1/5, epoch: 1/24, patient 5/24, mean_loss 0.9721, mean_dice_loss: 0.9721, mean_ce: 0.6782
train >>> fold 1/5, epoch: 1/24, patient 6/24, mean_loss 0.9725, mean_dice_loss: 0.9725, mean_ce: 0.6810
train >>> fold 1/5, epoch: 1/24, patient 7/24, mean_loss 0.9713, mean_dice_loss: 0.9713, mean_ce: 0.6896
train >>> fold 1/5, epoch: 1/24, patient 8/24, mean_loss 0.9718, mean_dice_loss: 0.9718, mean_ce: 0.6999
train >>> fold 1/5, epoch: 1/24, patient 9/24, mean_loss 0.9670, mean_dice_loss: 0.9670, mean_ce: 0.7528
train >>> fold 1/5, epoch: 1/24, patient 10/24, mean_loss 0.9652, mean_dice_loss: 0.9652, mean_ce: 0.7555
train >>> fold 1/5, epoch: 1/24, patient 11/24, mean_loss 0.9608, mean_dice_loss: 0.9608, mean_ce: 0.7723
